a,b,c,d,e,f,g
3.264500000000000313e+01,4.141034869003852315e+00,1.072918546591605349e+00,-2.613418144405893262e+00,-9.768109410664741477e-01,1.679432971866289961e+02,1.125347675038101158e+01
3.264999999999999858e+01,4.146335805495228399e+00,1.047460609810211718e+00,-2.618248598242338687e+00,-9.554440156583279276e-01,1.679996486953828025e+02,1.128700250314310871e+01
3.265500000000000114e+01,4.151509543831559235e+00,1.022044339189107864e+00,-2.622973325877781647e+00,-9.345215064415998141e-01,1.680561658807168044e+02,1.131972809882335795e+01
3.266000000000000369e+01,4.156556369965668019e+00,9.967010237004273465e-01,-2.627594562901951036e+00,-9.140484001843238726e-01,1.681128444482963857e+02,1.135153583918449627e+01
3.266499999999999915e+01,4.161476727341956838e+00,9.714621937922669481e-01,-2.632114565898619141e+00,-8.940282795610562383e-01,1.681696795210755795e+02,1.138231102124365002e+01
3.267000000000000171e+01,4.166271218070868088e+00,9.463595003606448675e-01,-2.636535605196289378e+00,-8.744633268664350201e-01,1.682266656548679293e+02,1.141194259776535347e+01
3.267499999999999716e+01,4.170940601441778917e+00,9.214245786551901185e-01,-2.640859959967942761e+00,-8.553543896954840520e-01,1.682837968644996067e+02,1.144032381274116084e+01
3.267999999999999972e+01,4.175485795051848470e+00,8.966889167616675094e-01,-2.645089909662575955e+00,-8.367009786561655504e-01,1.683410666419236463e+02,1.146735293205691519e+01
3.268500000000000227e+01,4.179907873954710418e+00,8.721837106636860515e-01,-2.649227727124304543e+00,-8.185013084891448187e-01,1.683984679822559372e+02,1.149293395881610813e+01
3.268999999999999773e+01,4.184208066907181056e+00,8.479396951511039005e-01,-2.653275674903030179e+00,-8.007523915515508683e-01,1.684559934196184940e+02,1.151697728575083524e+01
3.269500000000000028e+01,4.188387755403836010e+00,8.239869918701218099e-01,-2.657235996936695432e+00,-7.834500815887134317e-01,1.685136350566093881e+02,1.153940049120637390e+01
3.270000000000000284e+01,4.192448470401077820e+00,8.003549345411999916e-01,-2.661110912622923319e+00,-7.665891518151988215e-01,1.685713846014432136e+02,1.156012908424947305e+01
3.270499999999999829e+01,4.196391885662150933e+00,7.770718464247007295e-01,-2.664902614540503922e+00,-7.501633804054412824e-01,1.686292334133386532e+02,1.157909710724624475e+01
3.271000000000000085e+01,4.200219814397568641e+00,7.541648676674089780e-01,-2.668613261172232409e+00,-7.341656548674743155e-01,1.686871725442748016e+02,1.159624799008628493e+01
3.271500000000000341e+01,4.203934203155957228e+00,7.316597415329613163e-01,-2.672244972303043031e+00,-7.185880716217498687e-01,1.687451927872968156e+02,1.161153527975269206e+01
3.271999999999999886e+01,4.207537121850696948e+00,7.095805312067263726e-01,-2.675799827253814378e+00,-7.034219391482020578e-01,1.688032847297600938e+02,1.162492303953554540e+01
3.272500000000000142e+01,4.211030755690660321e+00,6.879493787397178428e-01,-2.679279861041837574e+00,-6.886578790422529517e-01,1.688614388086438680e+02,1.163638654111346504e+01
3.273000000000000398e+01,4.214417395668530908e+00,6.667862638358089677e-01,-2.682687059199437396e+00,-6.742858195550556211e-01,1.689196453647149951e+02,1.164591267018691845e+01
3.273499999999999943e+01,4.217699427277459279e+00,6.461087212868430463e-01,-2.686023354782838712e+00,-6.602950117051862300e-01,1.689778947031860525e+02,1.165350034285900449e+01
3.274000000000000199e+01,4.220879316991660524e+00,6.259315687716723309e-01,-2.689290625302094728e+00,-6.466738940164361571e-01,1.690361771540590325e+02,1.165916042586587764e+01
3.274499999999999744e+01,4.223959597135882760e+00,6.062666569601379285e-01,-2.692490688496751439e+00,-6.334098215228716189e-01,1.690944831306484559e+02,1.166291523084012027e+01
3.275000000000000000e+01,4.226942852053570121e+00,5.871226978773342875e-01,-2.695625295369271868e+00,-6.204888910623540532e-01,1.691528031853501943e+02,1.166479818817352410e+01
3.275500000000000256e+01,4.229831701680229372e+00,5.685051272047176862e-01,-2.698696123370072808e+00,-6.078955603549036635e-01,1.692111280639100812e+02,1.166485281419988596e+01
3.275999999999999801e+01,4.232628784733187821e+00,5.504161408470041872e-01,-2.701704767252865569e+00,-5.956121094186737075e-01,1.692694487509400574e+02,1.166313092386086225e+01
3.276500000000000057e+01,4.235336743107339430e+00,5.328548292821203569e-01,-2.704652726963810760e+00,-5.836181929988062400e-01,1.693277565080651073e+02,1.165969093167945125e+01
3.277000000000000313e+01,4.237958206885201307e+00,5.158175163428617704e-01,-2.707541392726672047e+00,-5.718903100309604692e-01,1.693860429002869239e+02,1.165459554472125348e+01
3.277499999999999858e+01,4.240495782294575910e+00,4.992982694184158188e-01,-2.710372028748166517e+00,-5.604014461941638769e-01,1.694442998118977073e+02,1.164790957575410424e+01
3.278000000000000114e+01,4.242952040716138740e+00,4.832895284941964853e-01,-2.713145754471633531e+00,-5.491207393565935568e-01,1.695025194526874373e+02,1.163969758903158436e+01
3.278500000000000369e+01,4.245329514213937117e+00,4.677828126234573891e-01,-2.715863525851560212e+00,-5.380136576505442081e-01,1.695606943502898787e+02,1.163002270437714536e+01
3.278999999999999915e+01,4.247630691025506167e+00,4.527693979335044028e-01,-2.718526117321006019e+00,-5.270421639909679268e-01,1.696188173427303241e+02,1.161894537905091873e+01
3.279500000000000171e+01,4.249858016285320339e+00,4.382408877508095491e-01,-2.721134105596023200e+00,-5.161653343102533542e-01,1.696768815638696424e+02,1.160652351127069437e+01
3.279999999999999716e+01,4.252013895045231529e+00,4.241895825194490488e-01,-2.723687857088517017e+00,-5.053402043781769493e-01,1.697348804315884934e+02,1.159281344303256311e+01
3.280499999999999972e+01,4.254100695800154597e+00,4.106086010229517136e-01,-2.726187520440570999e+00,-4.945227023401639888e-01,1.697928076456275903e+02,1.157787158296503627e+01
3.281000000000000227e+01,4.256120754487779045e+00,3.974917742413923150e-01,-2.728633023218292930e+00,-4.836686675707000949e-01,1.698506571923259401e+02,1.156175662423078343e+01
3.281499999999999773e+01,4.258076377392103318e+00,3.848333380186997887e-01,-2.731024074021808357e+00,-4.727348391213685441e-01,1.699084233622680529e+02,1.154453201735804768e+01
3.282000000000000028e+01,4.259969842064402101e+00,3.726274716321883451e-01,-2.733360169321534805e+00,-4.616797570684545993e-01,1.699661007804710948e+02,1.152626847842058844e+01
3.282500000000000284e+01,4.261803395684451878e+00,3.608677541443472969e-01,-2.735640604477658222e+00,-4.504645558885890244e-01,1.700236844487043015e+02,1.150704635658782315e+01
3.282999999999999829e+01,4.263579250592774983e+00,3.495465862762493492e-01,-2.737864488471024149e+00,-4.390536723403584141e-01,1.700811697991559299e+02,1.148695782601541104e+01
3.283500000000000085e+01,4.265299576939446169e+00,3.386545804576422958e-01,-2.740030762100173156e+00,-4.274155060656966709e-01,1.701385527587666786e+02,1.146610896800643786e+01
3.284000000000000341e+01,4.266966492136697653e+00,3.281799278216127047e-01,-2.742138219462006976e+00,-4.155230785612009647e-01,1.701958298239293583e+02,1.144462179072240460e+01
3.284499999999999886e+01,4.268582047001364010e+00,3.181076883453710091e-01,-2.744185532870133226e+00,-4.033547821448749682e-01,1.702529981453547805e+02,1.142263638912729284e+01
3.285000000000000142e+01,4.270148208258816247e+00,3.084189545633754248e-01,-2.746171281671616171e+00,-3.908952371252292779e-01,1.703100556241211052e+02,1.140031328340887029e+01
3.285500000000000398e+01,4.271666835590085753e+00,2.990896120745806797e-01,-2.748093986410109490e+00,-3.781365068896116455e-01,1.703670010210151418e+02,1.137783634756832640e+01
3.285999999999999943e+01,4.273139651641080228e+00,2.900885862908371693e-01,-2.749952149515005662e+00,-3.650795739420746866e-01,1.704238340808281009e+02,1.135541588083444786e+01
3.286500000000000199e+01,4.274568200967836518e+00,2.813750315456529094e-01,-2.751744304325211665e+00,-3.517362333273996722e-01,1.704805556717595607e+02,1.133329139691123544e+01
3.286999999999999744e+01,4.275953789879420874e+00,2.728936662446283523e-01,-2.753469075174157066e+00,-3.381313400527856672e-01,1.705371679354845753e+02,1.131173222487637453e+01
3.287500000000000000e+01,4.277297397356014663e+00,2.645672132335090687e-01,-2.755125247179637249e+00,-3.243046063232998821e-01,1.705936744219586672e+02,1.129103013812248513e+01
3.288000000000000256e+01,4.278599537227970373e+00,2.562844880749158283e-01,-2.756711840743748532e+00,-3.103099164847710756e-01,1.706500801444486797e+02,1.127147120876307618e+01
3.288499999999999801e+01,4.279860049582535630e+00,2.478841230454658096e-01,-2.758228166139995441e+00,-2.962066066534826403e-01,1.707063913911457007e+02,1.125325970056174008e+01
3.289000000000000057e+01,4.281077811050843174e+00,2.391414176845832462e-01,-2.759673791663773468e+00,-2.820318678363549769e-01,1.707626149449998536e+02,1.123635451414721764e+01
3.289500000000000313e+01,4.282250439596866798e+00,2.297850818193055700e-01,-2.761048309548981283e+00,-2.677475517020470042e-01,1.708187562783514579e+02,1.122023334417252549e+01
3.289999999999999858e+01,4.283374240362490148e+00,2.195814461280701790e-01,-2.762350819348718733e+00,-2.531909679996549589e-01,1.708748167672619047e+02,1.120379674651352175e+01
3.290500000000000114e+01,4.284444707659395668e+00,2.084568789038309944e-01,-2.763579340968461029e+00,-2.381086054738453806e-01,1.709307915344507194e+02,1.118575060404114829e+01
3.291000000000000369e+01,4.285457462939834983e+00,1.965276472387684215e-01,-2.764730651262638617e+00,-2.222779709054487352e-01,1.709866701707720438e+02,1.116526915113931473e+01
3.291499999999999915e+01,4.286408990617515791e+00,1.840015970627848496e-01,-2.765800685181940999e+00,-2.055894146461099692e-01,1.710424399618329403e+02,1.114224522885625746e+01
3.292000000000000171e+01,4.287296811323987988e+00,1.710730688459637661e-01,-2.766785092813118130e+00,-1.880308639825869488e-01,1.710980889889579259e+02,1.111704585080568997e+01
3.292499999999999716e+01,4.288119287644840405e+00,1.578825911150928130e-01,-2.767679603440336145e+00,-1.696385139359280203e-01,1.711536076787575666e+02,1.109020104893225955e+01
3.292999999999999972e+01,4.288875351432585248e+00,1.445193627962973182e-01,-2.768480171919771138e+00,-1.504624987785518342e-01,1.712089891321249979e+02,1.106223364992790614e+01
3.293500000000000227e+01,4.289564281102610011e+00,1.310351820464921990e-01,-2.769183004139112558e+00,-1.305517133456910450e-01,1.712642289119067414e+02,1.103360182640541431e+01
3.293999999999999773e+01,4.290185547465447335e+00,1.174569489664337302e-01,-2.769784536499312555e+00,-1.099491839165110535e-01,1.713193246910623486e+02,1.100469226032270065e+01
3.294500000000000028e+01,4.290738712483348927e+00,1.037954380660445347e-01,-2.770281404713943463e+00,-8.869171214556580141e-02,1.713742759153868178e+02,1.097582941621714703e+01
3.295000000000000284e+01,4.291223364060610557e+00,9.005098232384049772e-02,-2.770670414964796713e+00,-6.681089948942579848e-02,1.714290835225878311e+02,1.094728753210750760e+01
3.295499999999999829e+01,4.291639073586321906e+00,7.621711519467098961e-02,-2.770948521064823922e+00,-4.433439156603020265e-02,1.714837497183181938e+02,1.091930105533800344e+01
3.296000000000000085e+01,4.291985368236971077e+00,6.228292314576348160e-02,-2.771112807538589795e+00,-2.128698921971913099e-02,1.715382777985505811e+02,1.089207280684750501e+01
3.296500000000000341e+01,4.292261712783249195e+00,4.823460106886192506e-02,-2.771160477670401523e+00,2.308456388356002267e-03,1.715926720071491900e+02,1.086578012088986256e+01
3.296999999999999886e+01,4.292467498040842599e+00,3.405648592907046385e-02,-2.771088845619558150e+00,2.643036215905028574e-02,1.716469374208080865e+02,1.084057933332324453e+01
3.297500000000000142e+01,4.292602033414000928e+00,1.973178687128794920e-02,-2.770895331386443505e+00,5.105789675954074125e-02,1.717010798525032271e+02,1.081660912892060367e+01
3.298000000000000398e+01,4.292664542640928005e+00,5.243099397056132094e-03,-2.770577458068071763e+00,7.617059911508544667e-02,1.717551057697967565e+02,1.079399300576591436e+01
3.298499999999999943e+01,4.292654161754115627e+00,-9.427220109654818256e-03,-2.770132850776228395e+00,1.017480994925869797e-01,1.718090222239356706e+02,1.077284110652269611e+01
3.299000000000000199e+01,4.292569938480203184e+00,-2.429676258547275661e-02,-2.769559236613432507e+00,1.277699072937275027e-01,1.718628367860008268e+02,1.075325165299679853e+01
3.299499999999999744e+01,4.292410833243939905e+00,-3.938285930615730013e-02,-2.768854445797647834e+00,1.542152716831729775e-01,1.719165574909328029e+02,1.073531195882281253e+01
3.300000000000000000e+01,4.292175720823573570e+00,-5.470240629736934646e-02,-2.768016413173952639e+00,1.810630737952655112e-01,1.719701927847059721e+02,1.071909927206357160e+01
3.300500000000000256e+01,4.291863392895352902e+00,-7.027172751521587601e-02,-2.767043180254749046e+00,2.082917558508723122e-01,1.720237514757318422e+02,1.070468141580775168e+01
3.300999999999999801e+01,4.291472561184751733e+00,-8.610646259317879248e-02,-2.765932897539090440e+00,2.358792753150732724e-01,1.720772426890619329e+02,1.069211729749098261e+01
3.301500000000000057e+01,4.291001861129505102e+00,-1.022214732879657695e-01,-2.764683827008680872e+00,2.638030785451634941e-01,1.721306758228736555e+02,1.068145731896043138e+01
3.302000000000000313e+01,4.290449856037442444e+00,-1.186307663511460275e-01,-2.763294344723949969e+00,2.920400918019343539e-01,1.721840605070798063e+02,1.067274370087266533e+01
3.302499999999999858e+01,4.289815041285491404e+00,-1.353474170145486655e-01,-2.761762943396992132e+00,3.205667129758474898e-01,1.722374065620850843e+02,1.066601080478322494e+01
3.303000000000000114e+01,4.289095849490895951e+00,-1.523835215446261160e-01,-2.760088235052538419e+00,3.493588342498312738e-01,1.722907239616187951e+02,1.066128530712019540e+01
3.303500000000000369e+01,4.288290655269975105e+00,-1.697501360433712747e-01,-2.758268953508380861e+00,3.783918502292465957e-01,1.723440227937172438e+02,1.065858644725047810e+01
3.303999999999999915e+01,4.287397780677421721e+00,-1.874572341963726685e-01,-2.756303956792812482e+00,4.076406863350863774e-01,1.723973132244598503e+02,1.065792618262404368e+01
3.304500000000000171e+01,4.286415500728074868e+00,-2.055136642644825595e-01,-2.754192229398312985e+00,4.370798264617475337e-01,1.724506054619776023e+02,1.065930935431709692e+01
3.304999999999999716e+01,4.285342049021753752e+00,-2.239271092165844301e-01,-2.751932884485952080e+00,4.666833440423614476e-01,1.725039097208651526e+02,1.066273383802204400e+01
3.305499999999999972e+01,4.284175623789071352e+00,-2.427040548420918431e-01,-2.749525165750994482e+00,4.964249418522379553e-01,1.725572361881855841e+02,1.066819066704336905e+01
3.306000000000000227e+01,4.282914393877826242e+00,-2.618497559064253966e-01,-2.746968449223509356e+00,5.262779898512196519e-01,1.726105949892844365e+02,1.067566416840857357e+01
3.306499999999999773e+01,4.281556505006943070e+00,-2.813682074893211760e-01,-2.744262244819592134e+00,5.562155687595146114e-01,1.726639961546562461e+02,1.068513208240718093e+01
3.307000000000000028e+01,4.280100086224615907e+00,-3.012621194129186386e-01,-2.741406197531383704e+00,5.862105173247572631e-01,1.727174495877016511e+02,1.069656568169606281e+01
3.307500000000000284e+01,4.278543255922218513e+00,-3.215328832705896533e-01,-2.738400089227558620e+00,6.162354710720240325e-01,1.727709650306736648e+02,1.070992990379240517e+01
3.307999999999999829e+01,4.276884129327266137e+00,-3.421805640055185505e-01,-2.735243838224787449e+00,6.462629295066034674e-01,1.728245520369815722e+02,1.072518345596185441e+01
3.308500000000000085e+01,4.275120824380252316e+00,-3.632038648761213850e-01,-2.731937501308077554e+00,6.762652923911671721e-01,1.728782199365364534e+02,1.074227894788989879e+01
3.309000000000000341e+01,4.273251469186791773e+00,-3.846001200351272797e-01,-2.728481272731888563e+00,7.062149280433427379e-01,1.729319778088396333e+02,1.076116303101270155e+01
3.309499999999999886e+01,4.271274208464133970e+00,-4.063652687472072977e-01,-2.724875485432977307e+00,7.360842203425864705e-01,1.729858344507066477e+02,1.078177651869830633e+01
3.310000000000000142e+01,4.269187210845506897e+00,-4.284938484125916935e-01,-2.721120609845357752e+00,7.658456362205963153e-01,1.730397983497416590e+02,1.080405455206583731e+01
3.310500000000000398e+01,4.266988675791024477e+00,-4.509789779269789411e-01,-2.717217253968922108e+00,7.954717830170425774e-01,1.730938776547984617e+02,1.082792673589246668e+01
